,heat,occupancy,water
2015-01-01 00:00:00,5527.36773345221,True,0.0
2015-01-01 00:15:00,5579.2237936426345,True,0.0
2015-01-01 00:30:00,5531.367389602982,True,6.0
2015-01-01 00:45:00,5596.744100447448,True,2.0
2015-01-01 01:00:00,5442.7487241659865,True,0.0
2015-01-01 01:15:00,5186.874594132063,True,0.0
2015-01-01 01:30:00,5190.4021465109545,True,0.0
2015-01-01 01:45:00,5256.500417826425,True,1.0
2015-01-01 02:00:00,5447.422781472833,True,0.0
2015-01-01 02:15:00,475.99019013163837,False,0.0
2015-01-01 02:30:00,505.0383097815503,False,0.0
2015-01-01 02:45:00,454.2993950822427,False,0.0
2015-01-01 03:00:00,673.0540015902702,False,0.0
2015-01-01 03:15:00,753.4472446030092,False,0.0
2015-01-01 03:30:00,875.7804919556709,False,0.0
2015-01-01 03:45:00,928.3322917067122,False,0.0
2015-01-01 04:00:00,1033.301029958028,False,0.0
2015-01-01 04:15:00,990.8537418852505,False,0.0
2015-01-01 04:30:00,1144.3031860397546,False,0.0
2015-01-01 04:45:00,1150.7666886526986,False,0.0
2015-01-01 05:00:00,6206.406122090936,True,3.0
2015-01-01 05:15:00,6139.171963181473,True,2.0
2015-01-01 05:30:00,1132.465389023475,False,0.0
2015-01-01 05:45:00,1096.4950480987995,False,0.0
2015-01-01 06:00:00,1231.697572434954,False,0.0
2015-01-01 06:15:00,1295.830927295935,False,0.0
2015-01-01 06:30:00,1263.730449340297,False,0.0
2015-01-01 06:45:00,1332.9030673512416,False,0.0
2015-01-01 07:00:00,1338.616619078624,False,0.0
2015-01-01 07:15:00,6327.723405932887,True,0.0
2015-01-01 07:30:00,6382.938313754636,True,6.0
2015-01-01 07:45:00,6306.204657917082,True,7.0
2015-01-01 08:00:00,6117.179454500069,True,0.0
2015-01-01 08:15:00,5878.542229029351,True,3.0
2015-01-01 08:30:00,5796.650226142196,True,0.0
2015-01-01 08:45:00,5650.842248168018,True,3.0
2015-01-01 09:00:00,5587.154635858845,True,7.0
2015-01-01 09:15:00,5490.682190970446,True,112.0
2015-01-01 09:30:00,5509.3314345445115,True,43.0
2015-01-01 09:45:00,5450.3745471315115,True,2.0
2015-01-01 10:00:00,5102.981901156005,True,4.0
2015-01-01 10:15:00,5057.915742132273,True,6.0
2015-01-01 10:30:00,5132.399712861806,True,0.0
2015-01-01 10:45:00,4929.518284685029,True,2.0
2015-01-01 11:00:00,4793.0228082975145,True,0.0
2015-01-01 11:15:00,4793.555601815314,True,1.0
2015-01-01 11:30:00,4663.648264002771,True,0.0
2015-01-01 11:45:00,4465.822195273266,True,4.0
2015-01-01 12:00:00,4636.742004211657,True,14.0
2015-01-01 12:15:00,4598.136406944213,True,10.0
2015-01-01 12:30:00,4533.358115846577,True,0.0
2015-01-01 12:45:00,4327.438175455562,True,12.0
2015-01-01 13:00:00,4038.6902854191167,True,0.0
2015-01-01 13:15:00,3961.4745515200184,True,0.0
2015-01-01 13:30:00,3596.0111953941623,True,12.0
2015-01-01 13:45:00,3792.5900342130376,True,1.0
2015-01-01 14:00:00,3474.2707997639554,True,0.0
2015-01-01 14:15:00,2990.358005693308,True,0.0
2015-01-01 14:30:00,3832.9348215159807,True,2.0
2015-01-01 14:45:00,3767.4104142080882,True,2.0
