,heat,occupancy,water
2015-01-01 00:00:00,791.2506520877703,False,0.0
2015-01-01 00:15:00,663.8771674389907,False,0.0
2015-01-01 00:30:00,830.6860955420942,False,0.0
2015-01-01 00:45:00,889.3512776222974,False,0.0
2015-01-01 01:00:00,782.2675293584974,False,0.0
2015-01-01 01:15:00,888.8147849882796,False,0.0
2015-01-01 01:30:00,891.7292867203861,False,0.0
2015-01-01 01:45:00,706.8046169819329,False,0.0
2015-01-01 02:00:00,944.2868984177724,False,0.0
2015-01-01 02:15:00,1013.726673866519,False,0.0
2015-01-01 02:30:00,921.7398087689957,False,0.0
2015-01-01 02:45:00,1044.08959013916,False,0.0
2015-01-01 03:00:00,1180.9237972256735,False,0.0
2015-01-01 03:15:00,994.1169873780527,False,0.0
2015-01-01 03:30:00,1138.1039056112977,False,2.0
2015-01-01 03:45:00,1216.707304085307,False,0.0
2015-01-01 04:00:00,1197.1857644278887,False,0.0
2015-01-01 04:15:00,1329.5831158594135,False,0.0
2015-01-01 04:30:00,1332.3547695766038,False,0.0
2015-01-01 04:45:00,1158.6094096867937,False,0.0
2015-01-01 05:00:00,1306.0829779392184,False,0.0
2015-01-01 05:15:00,1391.3354245604075,False,0.0
2015-01-01 05:30:00,1299.4635270477347,False,0.0
2015-01-01 05:45:00,1395.9957082589526,False,0.0
2015-01-01 06:00:00,1385.0853386964852,False,0.0
2015-01-01 06:15:00,1223.0985036909508,False,0.0
2015-01-01 06:30:00,1340.489164967117,False,0.0
2015-01-01 06:45:00,1427.3592439113027,False,0.0
2015-01-01 07:00:00,1315.1703017036978,False,0.0
2015-01-01 07:15:00,6380.278822661907,True,0.0
2015-01-01 07:30:00,6247.688686865897,True,1.0
2015-01-01 07:45:00,5940.078790141236,True,2.0
2015-01-01 08:00:00,5823.216132158522,True,2.0
2015-01-01 08:15:00,5816.099229030486,True,1.0
2015-01-01 08:30:00,5657.018381244979,True,12.0
2015-01-01 08:45:00,5585.728850226667,True,0.0
2015-01-01 09:00:00,5130.377602585749,True,2.0
2015-01-01 09:15:00,5271.384017090781,True,2.0
2015-01-01 09:30:00,5257.457563010704,True,0.0
2015-01-01 09:45:00,5248.457650823992,True,0.0
2015-01-01 10:00:00,4879.13961352523,True,6.0
2015-01-01 10:15:00,4634.918929115232,True,12.0
2015-01-01 10:30:00,4835.673702274428,True,0.0
2015-01-01 10:45:00,4639.061229311019,True,0.0
2015-01-01 11:00:00,4546.706379448255,True,0.0
2015-01-01 11:15:00,4615.0782182875955,True,7.0
2015-01-01 11:30:00,4507.647532645901,True,12.0
2015-01-01 11:45:00,4381.2318316628625,True,0.0
2015-01-01 12:00:00,0.0,False,0.0
2015-01-01 12:15:00,0.0,False,0.0
2015-01-01 12:30:00,0.0,False,0.0
2015-01-01 12:45:00,0.0,False,0.0
2015-01-01 13:00:00,0.0,False,0.0
2015-01-01 13:15:00,0.0,False,0.0
2015-01-01 13:30:00,0.0,False,0.0
2015-01-01 13:45:00,0.0,False,0.0
2015-01-01 14:00:00,0.0,False,0.0
2015-01-01 14:15:00,0.0,False,0.0
2015-01-01 14:30:00,0.0,False,0.0
2015-01-01 14:45:00,0.0,False,0.0
2015-01-01 15:00:00,0.0,False,0.0
2015-01-01 15:15:00,0.0,False,0.0
2015-01-01 15:30:00,0.0,False,0.0
2015-01-01 15:45:00,0.0,False,0.0
2015-01-01 16:00:00,0.0,False,0.0
2015-01-01 16:15:00,0.0,False,0.0
2015-01-01 16:30:00,0.0,False,0.0
2015-01-01 16:45:00,0.0,False,0.0
2015-01-01 17:00:00,0.0,False,0.0
2015-01-01 17:15:00,0.0,False,0.0
2015-01-01 17:30:00,0.0,False,0.0
2015-01-01 17:45:00,4678.612454595957,True,0.0
2015-01-01 18:00:00,4644.93780303563,True,0.0
2015-01-01 18:15:00,4559.530480667832,True,3.0
2015-01-01 18:30:00,4428.71359583415,True,1.0
2015-01-01 18:45:00,3996.586707106381,True,6.0
2015-01-01 19:00:00,3829.4037233685594,True,14.0
2015-01-01 19:15:00,3805.779876884952,True,1.0
2015-01-01 19:30:00,3756.126060751057,True,2.0
2015-01-01 19:45:00,4049.0625874543407,True,12.0
2015-01-01 20:00:00,3985.886996464402,True,2.0
2015-01-01 20:15:00,4089.149676174986,True,2.0
2015-01-01 20:30:00,4034.7892364718755,True,1.0
2015-01-01 20:45:00,3924.4572183733712,True,2.0
2015-01-01 21:00:00,3849.4891925675556,True,0.0
2015-01-01 21:15:00,3778.2645475390914,True,1.0
2015-01-01 21:30:00,3485.7969125018503,True,1.0
2015-01-01 21:45:00,3793.3178051846517,True,0.0
2015-01-01 22:00:00,3792.8104164446922,True,1.0
2015-01-01 22:15:00,3707.0799885612246,True,0.0
2015-01-01 22:30:00,3312.427557410588,True,2.0
2015-01-01 22:45:00,3308.821339474059,True,0.0
2015-01-01 23:00:00,3494.116505552585,True,12.0
2015-01-01 23:15:00,3540.8134918114665,True,0.0
2015-01-01 23:30:00,3353.5574916810883,True,1.0
2015-01-01 23:45:00,3557.0277606246327,True,12.0
2015-01-02 00:00:00,3390.5006548627885,True,0.0
2015-01-02 00:15:00,3556.7978582642772,True,1.0
2015-01-02 00:30:00,3421.7319410932005,True,6.0
2015-01-02 00:45:00,3473.5720467096417,True,15.0
2015-01-02 01:00:00,0.0,False,0.0
2015-01-02 01:15:00,0.0,False,0.0
2015-01-02 01:30:00,0.0,False,0.0
2015-01-02 01:45:00,0.0,False,0.0
2015-01-02 02:00:00,0.0,False,0.0
2015-01-02 02:15:00,0.0,False,0.0
2015-01-02 02:30:00,0.0,False,0.0
2015-01-02 02:45:00,0.0,False,0.0
2015-01-02 03:00:00,0.0,False,0.0
2015-01-02 03:15:00,0.0,False,0.0
2015-01-02 03:30:00,0.0,False,0.0
2015-01-02 03:45:00,0.0,False,0.0
2015-01-02 04:00:00,0.0,False,0.0
2015-01-02 04:15:00,0.0,False,0.0
2015-01-02 04:30:00,0.0,False,0.0
2015-01-02 04:45:00,0.0,False,0.0
2015-01-02 05:00:00,0.0,False,0.0
2015-01-02 05:15:00,0.0,False,0.0
2015-01-02 05:30:00,0.0,False,0.0
2015-01-02 05:45:00,0.0,False,0.0
2015-01-02 06:00:00,0.0,False,0.0
2015-01-02 06:15:00,25.204670108729207,False,0.0
2015-01-02 06:30:00,11.064153642380642,False,0.0
2015-01-02 06:45:00,5095.895223329501,True,0.0
2015-01-02 07:00:00,5083.0213246653375,True,0.0
2015-01-02 07:15:00,4655.079255455792,True,6.0
2015-01-02 07:30:00,4831.762636810795,True,0.0
2015-01-02 07:45:00,0.0,False,0.0
2015-01-02 08:00:00,4843.423684441643,True,2.0
2015-01-02 08:15:00,4731.607118668011,True,0.0
2015-01-02 08:30:00,4768.732030182532,True,12.0
2015-01-02 08:45:00,4691.516240605265,True,2.0
2015-01-02 09:00:00,4468.302531949123,True,0.0
2015-01-02 09:15:00,0.0,False,0.0
2015-01-02 09:30:00,0.0,False,0.0
2015-01-02 09:45:00,0.0,False,0.0
2015-01-02 10:00:00,4547.6589936491655,True,2.0
2015-01-02 10:15:00,4430.443519961473,True,8.0
2015-01-02 10:30:00,2899.896163636462,True,0.0
2015-01-02 10:45:00,3588.8902267009566,True,1.0
2015-01-02 11:00:00,4054.820450282087,True,9.0
2015-01-02 11:15:00,3988.5772055583334,True,0.0
2015-01-02 11:30:00,4045.8862139850758,True,2.0
2015-01-02 11:45:00,3964.1686385785906,True,6.0
2015-01-02 12:00:00,3837.2433955962924,True,0.0
2015-01-02 12:15:00,3687.7936720521275,True,0.0
2015-01-02 12:30:00,3674.1897432479846,True,7.0
2015-01-02 12:45:00,3425.0421451145958,True,12.0
2015-01-02 13:00:00,3515.7874893195244,True,0.0
2015-01-02 13:15:00,3354.0279937033583,True,2.0
2015-01-02 13:30:00,3326.8806779313854,True,14.0
2015-01-02 13:45:00,3297.3036479195853,True,0.0
2015-01-02 14:00:00,3287.960162650378,True,2.0
